time,open,high,low,close,Volume,Volume MA
2014-03-17,634.99,634.99,619.46,622.31,9112,16523.400000000023
2014-03-18,622.97,624.17,591.13,612,14863,14811.300000000023
2014-03-19,613.84,623.95,605.11,611.2,7027,14311.800000000023
2014-03-20,610.01,611.3,578.66,585.6,10869,13725.050000000023
2014-03-21,585.6,607.88,556,570,22395,14133.650000000023
2014-03-22,569.99,571.99,541,565.31,13613,14494.750000000024
2014-03-23,564.31,569.48,556.74,562.28,6035,11551.100000000024
2014-03-24,558.22,592.6,547,584.98,13577,10829.150000000023
2014-03-25,585.9,587.48,568.86,583.77,8065,10597.550000000023
2014-03-26,583.77,592,565,581.36,10257,10590.350000000024
2014-03-27,581.48,581.59,466.1,474,48665,11951.350000000024
2014-03-28,475,532,468.3,501.17,34917,13219.400000000023
2014-03-29,502.01,508,486.97,492,7397,13134.700000000023
2014-03-30,491.99,492,436,460,31416,14039.150000000023
2014-03-31,460,486.7,438,454.83,20986.65095953,14631.782547976525
2014-04-01,454.81,509.98,452.04,478.98,22904.80785984,15141.922940968525
2014-04-02,478.98,494.98,430,439,34478.6660523,16530.906243583526
2014-04-03,438.9,465,416.11,451.03,26944.97730534,17446.355108850526
2014-04-04,451.03,459.5,430.77,452.2,15699.31016996,18123.270617348528
2014-04-05,450,464.8,441.25,464.8,6467.31793591,18284.486514144028
2014-04-06,464.8,465,450.2,456.27,5283.84837769,18093.078933028526
2014-04-07,459.97,464.19,446,447.11,7419.24793681,17720.891329869028
2014-04-08,447.11,459.8,446.24,453.57,5844.42247335,17661.76245353653
2014-04-09,453.57,457.3,438.08,441.69,8006.60407041,17518.64265705703
2014-04-10,441.69,442.46,357.57,363.12,49713.84445279,18884.58487969653
2014-04-11,363.1,432.22,339.79,423,42124.74577463,20310.172168428027
2014-04-12,423,439.5,413.72,423.42,10809.05206453,20548.87477165453
2014-04-13,424.91,427.75,397.16,416.3,11017.8849049,20420.91901689953
2014-04-14,416.29,475,408,458.5,33605,21697.91901689953
2014-04-15,459.99,528.75,453.16,521,32587,22814.41901689953
2014-04-16,523.1,548,494.02,529.77,30684,21915.36901689953
2014-04-17,529.26,533.8,481.63,500.09,20019,21170.46901689953
2014-04-18,500.09,506.97,470,483.11,11092,21355.21901689953
2014-04-19,482.1,507.43,472.81,503.8,10227,20295.76901689953
2014-04-20,505.18,516.53,493,500,5748,19533.83646892303
2014-04-21,501.07,515,490,496.74,8084,18792.79607593103
2014-04-22,497.98,504.9,485.2,490,8484,17493.06277331603
2014-04-23,490,495.2,484.61,492,5643,16427.963908049027
2014-04-24,491.94,505,480,502.2,7910,16038.498399551027
2014-04-25,502.15,503.99,438.05,466.52,33403,17385.282502755526
2014-04-26,466.71,470.96,451.07,459,8791,17560.640083871025
2014-04-27,459.22,461.97,429.95,430,9279,17653.627687030523
2014-04-28,430,452.16,424,442.9,18256,18274.206563363023
2014-04-29,440.41,454.47,432.02,448,13782,18562.976359842523
2014-04-30,448,453.99,433.08,448.85,10719,16613.234137203024
2014-05-01,449,465.88,447.97,460.97,9521,14983.046848471524
2014-05-02,460.97,462.99,444.51,454.5,8146,14849.894245245023
2014-05-03,452,454.5,431,439.85,7332,14665.600000000024
2014-05-04,439,442.83,429.55,438.04,5091,13239.900000000023
2014-05-05,435.88,445,425,433,7945,12007.800000000023
2014-05-06,431.64,434,420.27,428.01,8034,10875.300000000023
2014-05-07,429,452,425.67,440,13221,10535.400000000023
2014-05-08,441.47,450.08,437.61,437.69,6283,10294.950000000023
2014-05-09,439.6,457.08,437.71,452.37,8238,10195.500000000024
2014-05-10,452.78,459.24,449.79,455.39,4096,10112.900000000023
2014-05-11,457.7,458.2,429.6,440,8826,10150.000000000024
2014-05-12,437.67,443.77,431.56,442.5,4550,9953.300000000023
2014-05-13,442.48,442.75,430.61,439.12,5936,9967.950000000023
2014-05-14,439.12,449.96,438.36,446,6355,9890.200000000023
2014-05-15,444.07,452.67,444.02,446,5465,8493.300000000023
2014-05-16,446.27,452.41,444.5,447.31,3629,8235.200000000023
2014-05-17,447.55,451.48,445.01,449.06,2263,7884.400000000023
2014-05-18,449.07,451.43,444.52,446.91,2460,7094.600000000023
2014-05-19,446.91,450,441.44,448.34,4682,6639.600000000023
2014-05-20,448.34,500,447.14,489,28123,7509.800000000023
2014-05-21,489,499.1,487.11,493.98,7098,7388.650000000023
2014-05-22,493.98,530,492.65,529.99,17421,7852.400000000023
2014-05-23,529.99,547.1,518.55,523.77,19568,8464.200000000023
2014-05-24,523.75,529.06,515.4,528.44,5482,8483.750000000024
2014-05-25,528.44,586.34,527.09,573.9,19734,9073.200000000023
2014-05-26,573.5,593.48,565.58,581.88,11573,9250.150000000023
2014-05-27,581.87,595,550.22,572.7,19797,9578.950000000023
2014-05-28,572.7,582.26,563.45,580.66,8946,9712.100000000024
2014-05-29,580.66,582.1,560.05,572.37,8074,9703.900000000023
2014-05-30,572.37,629.4,568.56,621,22479,10623.050000000023
2014-05-31,621,628.5,611,627.8,9660,10664.750000000024
2014-06-01,627.8,683.26,618.53,630.99,24132,11643.850000000024
2014-06-02,630.99,678,613.03,661.22,20049,12349.500000000024
2014-06-03,662,680.99,649.61,670.14,13540,12708.750000000024
2014-06-04,668.9,673.61,621.86,640.6,17362,13303.600000000024
2014-06-05,640.59,669.63,639.69,661.48,10688,13656.550000000023
2014-06-06,661.46,662.13,647.16,647.16,6421,13864.450000000023
2014-06-07,647.16,657.13,635.88,657.13,5717,14027.300000000023
2014-06-08,657.13,661.11,651.7,658,2567,13921.550000000023
2014-06-09,658,659,639.93,648.83,6751,12852.950000000023
2014-06-10,648.83,657.41,642.45,648.55,5860,12791.050000000023
2014-06-11,648.55,652.39,615,620.5,10390,12439.500000000024
2014-06-12,623.81,630.36,550,569.1,24790,12700.600000000024
2014-06-13,569.98,611.99,563,592,18645,13358.750000000024
2014-06-14,592,593.53,538.38,566.58,16527,13198.400000000023
2014-06-15,566.58,593,552.11,588.55,8763,13057.900000000023
2014-06-16,592,610,582.01,586.91,10698,12602.950000000023
2014-06-17,587,610.2,580,606.48,6545,12482.900000000023
2014-06-18,606.48,616,599.9,607,6252,12391.800000000023
2014-06-19,607.99,609.98,590,593.4,4592,11497.450000000023
2014-06-20,593.41,598.68,580.51,588.02,6666,11347.750000000024
2014-06-21,590,594.99,580,591.29,2917,10287.000000000024
2014-06-22,591.33,605.05,587.82,600.34,3806,9474.850000000024
2014-06-23,600.34,601,580.46,588.22,5258,9060.750000000024
2014-06-24,588.22,588.25,572.1,572.62,6459,8515.600000000024
2014-06-25,574,579.7,554.45,560.4,8825,8422.450000000023
2014-06-26,560.4,580.11,557.2,579.99,4626,8332.700000000023
2014-06-27,580.09,600,574,599.99,9146,8504.150000000023
2014-06-28,599.99,604.21,589.56,589.56,3044,8528.000000000024
2014-06-29,591.46,601.79,589.56,599.89,1549,8267.900000000023
2014-06-30,599.86,647.09,595.51,641.11,15476,8748.700000000023
2014-07-01,640,658.88,638,638.25,9433,8700.850000000024
2014-07-02,638.25,658.75,638,650.5,5258,7724.250000000024
2014-07-03,649.74,652.79,638.79,645.99,4918,7037.900000000023
2014-07-04,648.48,650.48,616.3,629,8695,6646.300000000023
2014-07-05,628.81,632.97,623.23,630,1777,6297.000000000024
2014-07-06,630.9,639,622.86,630.57,3283,5926.250000000024
2014-07-07,633.87,636,612.9,622.09,6856,5941.800000000023
2014-07-08,622.09,626.22,616.89,623.98,2631,5760.750000000024
2014-07-09,623.98,626.88,619.17,620.01,965,5579.400000000023
2014-07-10,621.96,623.93,607.9,612.44,3293,5410.750000000024
2014-07-11,616.87,635,613.46,635,6085,5569.150000000023
2014-07-12,634.99,642.57,628.7,638.07,3796,5568.650000000023
2014-07-13,637.9,638.73,626.09,630.88,4153,5513.400000000023
2014-07-14,630.88,632,616.84,621.17,3801,5380.500000000024
2014-07-15,621.15,624,616.09,619.55,1658,5022.150000000023
2014-07-16,622.9,625,610.01,616.86,5294,5055.550000000023
2014-07-17,617.39,629,610,622.2,4892,4842.850000000023
2014-07-18,626.3,632.96,618.46,632.6,5010,4941.150000000023
2014-07-19,632.59,632.6,625,628.63,1901,4958.750000000024
2014-07-20,630,630,620,627,1433,4256.600000000023
2014-07-21,626.98,628,615,622.73,3926,3981.250000000023
2014-07-22,622.63,624.99,618.26,618.32,3333,3885.000000000023
2014-07-23,619.99,623,615.51,621,4023,3840.250000000023
2014-07-24,620.95,621.99,591.12,601.66,10210,3916.000000000023
2014-07-25,603.96,609.65,592.97,602.93,4803,4067.3000000000234
2014-07-26,602.93,603,590,596.23,3572,4081.750000000023
2014-07-27,596.23,602.83,589,590.3,3768,3927.350000000023
2014-07-28,592.61,596,570.5,586.53,10399,4315.750000000024
2014-07-29,589.88,591.95,578,585.95,4054,4470.2000000000235
2014-07-30,585.93,586,557.12,563.84,10469,4829.000000000024
2014-07-31,563.83,590,555.9,582.04,9347,4992.100000000023
2014-08-01,583.54,607.2,581.77,598.2,11928,5398.7000000000235
2014-08-02,597.84,599.09,584.95,589.59,3517,5366.900000000023
2014-08-03,589.6,591,578.21,588.73,2772,5315.4500000000235
2014-08-04,587.53,595.7,581.8,588.5,5223,5493.7000000000235
2014-08-05,588.5,589,578.25,581.76,6886,5573.300000000023
2014-08-06,581.75,586.36,576.44,581.16,7544,5705.900000000023
2014-08-07,581.16,591.9,579,585.84,4418,5676.300000000023
2014-08-08,585.84,595,584,588.02,4345,5798.500000000024
2014-08-09,588.99,591.35,585.21,587.97,1595,5806.600000000023
2014-08-10,589.82,597,586,590.96,3176,5769.100000000023
2014-08-11,590.98,590.99,571,573.98,6059,5905.400000000023
2014-08-12,574.55,574.59,561.9,566.69,6447,6026.600000000023
2014-08-13,569.39,572,524.55,548.81,21149,6573.550000000023
2014-08-14,549.85,551.86,497,507.99,25797,7623.250000000024
2014-08-15,507.99,521.79,481.55,500.25,16565,8272.900000000023
2014-08-16,502.48,529.8,485,521.97,12650,8717.000000000024
2014-08-17,523.47,524.8,485.39,496.86,10275,8710.800000000023
2014-08-18,498,510,442,475.22,28805,9948.350000000024
2014-08-19,474.74,493,453.01,485.57,8143,9832.050000000023
2014-08-20,491.98,527.01,466,516.39,19197,10324.550000000023
2014-08-21,516.39,534.14,510,519.28,14157,10436.000000000024
2014-08-22,519.29,528,500.01,514.65,15362,11028.250000000024
2014-08-23,514.65,514.69,487,497,8415,11310.400000000023
2014-08-24,496.96,515.95,495.02,507.85,5737,11336.100000000024
2014-08-25,507.84,508.46,496.79,503.82,5744,11279.000000000024
2014-08-26,503.74,516,502.27,512.18,6698,11236.700000000023
2014-08-27,514.4,523.09,510,511.87,7768,11404.200000000023
2014-08-28,511.87,514.98,505.93,506,7104,11542.150000000023
2014-08-29,506.94,514.98,501.25,509.3,7234,11824.100000000024
2014-08-30,509.3,509.42,498.13,500.85,4404,11885.500000000024
2014-08-31,501.49,504.75,473.33,479.04,11281,12146.600000000024
2014-09-01,479.01,490,472.01,474.54,9035,12276.000000000024
2014-09-02,475.89,484.61,470.42,474.5,7318,11584.450000000023
2014-09-03,474.5,477.99,471,474.89,4716,10530.400000000023
2014-09-04,474.86,497,471.04,487.43,10767,10240.500000000024
2014-09-05,489.61,489.96,473.03,477.65,5186,9867.300000000023
2014-09-06,477.65,485,477.16,479.78,2754,9491.250000000024
2014-09-07,479.99,483,474.95,475.43,2825,8192.250000000024
2014-09-08,477.4,478.39,456.3,468.33,14543,8512.250000000024
2014-09-09,468.32,476.4,459.18,473.2,9091,8006.9500000000235
2014-09-10,473.34,492,473.32,476.57,11464,7872.300000000023
2014-09-11,477.78,480,465,475.9,7906,7499.500000000024
2014-09-12,477.43,478,462,474.62,6058,7381.650000000023
2014-09-13,473.08,480.13,467.43,477.98,5798,7384.7000000000235
2014-09-14,477.99,481.58,473.59,475.49,3847,7289.850000000023
2014-09-15,475.47,479.62,467.76,469.47,6195,7264.7000000000235
2014-09-16,469.47,473.69,462,462.02,5897,7171.150000000023
2014-09-17,463.48,465.57,443.57,452.09,12434,7437.650000000023
2014-09-18,452.99,452.99,407.94,425,22013,8176.600000000023
2014-09-19,426.62,429,378.78,395.86,29715,9442.150000000023
2014-09-20,395.86,431.11,390,408.76,19897,9872.950000000023
2014-09-21,410.92,413.53,390,399.55,14149,10128.650000000023
2014-09-22,400.77,409.38,396.26,400.07,10745,10300.000000000024
2014-09-23,399.77,452.67,393.6,438.97,26971,11412.750000000024
2014-09-24,440.85,441.78,418.83,423.68,14086,11578.700000000023
2014-09-25,423.57,423.9,400,408.76,15005,12069.650000000023
2014-09-26,410,414.35,396.53,403.57,9762,12420.050000000023
2014-09-27,405.08,408.99,396.57,401.77,5450,12551.300000000023
2014-09-28,399.16,403.99,368.9,375.35,16127,12630.500000000024
2014-09-29,375.35,386.03,365.2,374.2,20013,13176.600000000024
2014-09-30,374.17,397.75,371.8,391.09,14228,13314.800000000023
2014-10-01,389.56,393.79,377.01,384.86,12991,13569.050000000023
2014-10-02,384.85,385.82,372,374.68,10358,13784.050000000023
2014-10-03,376.29,378.11,353.75,358.74,20366,14512.450000000023
2014-10-04,358.71,365.07,322.04,326.21,28968,15768.500000000024
2014-10-05,326.24,339.43,275,323.52,61700,18543.750000000022
2014-10-06,322.82,347,295.89,328.59,69530,21725.400000000023
2014-10-07,328.56,336.99,312.37,334.8,22950,22251.200000000023
2014-10-08,334.8,359,326.93,355.73,28573,22579.200000000023
2014-10-09,355.73,395.55,349,364.01,47809,23483.900000000023
2014-10-10,364.01,380.08,351.1,360.89,20519,23515.000000000022
2014-10-11,360.85,368.06,352.1,362,9954,23305.250000000022
2014-10-12,362.77,383.6,354.71,378.11,14234,23479.700000000023
2014-10-13,378.48,405,368.07,392.6,26049,23433.600000000024
2014-10-14,392.99,417.99,390.48,403.38,24792,23968.900000000023
2014-10-15,402.01,404.32,385.92,394.52,19113,24174.300000000025
2014-10-16,394.52,399,370.1,383.95,22735,24822.950000000023
2014-10-17,384.19,386,370.96,383.65,10486,25074.750000000022
2014-10-18,383.2,397.29,377,390.58,7046,24620.700000000023
2014-10-19,390.59,394.25,385,387.53,3208,23780.450000000023
2014-10-20,389.06,390.65,376.2,381.21,12041,23671.100000000024
2014-10-21,381,393.52,378.98,385.81,7703,23406.700000000023
2014-10-22,385.79,388.87,380,382.04,8291,23303.350000000024
2014-10-23,382.05,384.55,352.4,357.18,20995,23334.800000000025
2014-10-24,356.81,363.71,344.34,358.86,15600,22666.400000000023
2014-10-25,358.78,359.1,341.22,348.69,11069,20134.850000000024
2014-10-26,348.69,363,344.5,355.18,7835,17050.100000000024
2014-10-27,355.19,358.65,349.21,350,9540.67167756,16379.633583878025
2014-10-28,351.03,357.7,350.09,355.2,2740.941802,15088.030673978024
2014-10-29,355.71,355.99,333.33,335.7,13057.18043145,13350.439695550525
2014-10-30,336.37,352.83,332.99,346.14,14118.76518664,13030.427954882525
2014-10-31,346.14,347.96,335.5,337.99,7525.75724524,12909.015817144525
2014-11-01,337.99,339.47,316.61,324.7,14970.5578556,12945.843709924524
2014-11-02,324.55,329,318.24,324.36,8335.41686172,12060.164553010525
2014-11-03,324.23,333.99,322.74,325.5,11236,11382.364553010524
2014-11-04,326.45,332.9,320,330.22,13671,11110.264553010526
2014-11-05,329.96,344.17,328.8,338.38,15339,10740.464553010524
2014-11-06,338.37,353.1,336.27,349.99,14261,10929.214553010524
2014-11-07,349.99,352.15,340.4,342.16,7208,10937.314553010525
2014-11-08,342.16,347.75,340.6,345.39,3751,10964.464553010524
2014-11-09,346.19,366.35,343.4,364.77,10492,10887.014553010526
2014-11-10,365.37,377.77,357.3,366.43,19223,11463.014553010526
2014-11-11,366.43,371.52,360.28,370.65,7661,11431.514553010526
2014-11-12,370.09,434.8,369.85,426.02,44038,12583.664553010525
2014-11-13,426.63,453.92,381.55,420.93,49826,14294.964553010524
2014-11-14,417.85,420.3,382.95,399.98,21636,14823.314553010525
2014-11-15,399.97,407.22,369,376.99,14413,15152.214553010524
2014-11-16,376.97,395,375,389.86,9643,15157.330969132523
2014-11-17,389.86,415,375,387.69,24284,16234.483879032525
2014-11-18,388.72,394.64,371,374.88,15191,16341.174857460024
2014-11-19,374.87,386.39,371.7,379.03,8935,16081.986598128022
2014-11-20,379.04,381.8,351.8,356.47,16351,16523.248735866022
2014-11-21,356.47,358.49,342.05,351.2,15239,16536.670843086024
2014-11-22,351.19,365.93,350.7,353.12,6658,16452.800000000025
2014-11-23,354.29,373.5,353.01,367.17,7936,16287.800000000023
2014-11-24,367.17,389.99,366.67,375.99,19055,16557.000000000022
2014-11-25,375.99,395.11,374.31,377.37,16138,16596.950000000023
2014-11-26,377.05,379.22,363.38,368.5,12990,16533.400000000023
2014-11-27,368.5,375.33,366.37,369.98,6126,16479.300000000025
2014-11-28,369.98,381.34,358,376.86,13743,16978.900000000023
2014-11-29,376,386.6,372.25,375.49,7238,16816.200000000023
2014-11-30,375.48,381.99,373.32,377.01,3045,16007.300000000023
2014-12-01,376.09,382.31,373.03,376.53,6913,15969.900000000023
2014-12-02,376.53,382.86,375.23,379.52,6534,14094.700000000023
2014-12-03,379.52,383,374.01,375.33,8435,12025.150000000023
2014-12-04,376.61,378.99,360,369.16,12307,11558.700000000023
2014-12-05,369.89,377.89,365.61,376,8578,11266.950000000023
2014-12-06,376,376.99,371.31,374.38,2361,10902.850000000024
2014-12-07,375.05,377.5,373.16,377.26,2464,9811.850000000024
2014-12-08,376.03,377.26,359.01,361.3,11947,9649.650000000023
2014-12-09,362.74,364.59,343.97,352.03,18936,10149.700000000023
2014-12-10,352.02,353.74,345,345.21,6926,9678.450000000023
2014-12-11,345.22,364.43,339.8,348.9,16135,9723.250000000024
2014-12-12,348.88,358.59,348,352.24,8051,9792.900000000023
2014-12-13,353.33,354.41,347.03,351.67,3812,9586.700000000023
2014-12-14,351.67,359.3,347.44,356.52,6519,8959.900000000023
2014-12-15,357.3,357.3,346.21,349,8071,8556.550000000023
2014-12-16,348.85,349.35,327.34,329.05,17790,8796.550000000023
2014-12-17,329.05,335.99,315.23,322,22843,9632.400000000023
2014-12-18,321.96,325.61,304.99,312.67,21564,10023.450000000023
2014-12-19,312.65,320,307.11,318.33,15978,10460.450000000023
2014-12-20,318.58,333,316.52,331.79,11356,10876.000000000024
2014-12-21,331.77,332.31,318.78,320.01,6308,10845.750000000024
2014-12-22,320.88,333.99,319.9,331.56,11812.76642626,11109.688321313024
2014-12-23,332.52,338.99,327.49,336.92,7679.77400895,11071.927021760523
2014-12-24,336.9,336.9,320.92,323.06,5884.87599772,10750.820821646523
2014-12-25,323.03,323.72,316.63,319.86,3887.20558443,10516.281100868022
2014-12-26,319.85,332,316.64,328.27,6390.7476427,10717.768483003023
2014-12-27,329.31,329.31,311.63,316.47,8687.53555696,11028.945260851022
2014-12-28,316.48,319.56,311.22,317.64,4121.07585356,10637.649053529023
2014-12-29,317.64,320.14,310.26,313.01,6927.82320386,10037.240213722023
2014-12-30,313.36,316.77,310,311.07,8885.6597824,10135.223202842022
2014-12-31,311.1,321,310.69,321,6336.35443629,9645.290924656523
2015-01-01,321,321,312.6,313.81,3087.43655402,9397.112752357523
2015-01-02,313.82,317.01,311.96,315.42,3467.59291082,9379.892397898524
2015-01-03,315.42,316.58,280,282,21752.71914613,10141.578355205023
2015-01-04,280,289.39,255,264,41441.27855266,11810.092282838024
2015-01-05,264.55,280,264.07,276.8,9528.27100194,11397.005832935025
2015-01-09,272.45,305,272.45,293.97,9914.24959425,10750.568312647523
2015-01-10,293.89,295,271.03,275.59,29448.77784509,11144.807204902023
2015-01-11,275.6,280.94,262.08,266.39,12758.94904431,10983.854657117523
2015-01-12,266.34,272.43,263.54,267.42,10458,10938.954657117523
2015-01-13,267.1,268.15,216,227,60488,13647.954657117521
2015-01-14,227.01,230.89,152.4,171.41,124190,19266.81633580452
2015-01-15,172,233.9,168.5,210.98,83474,23056.527635357023
2015-01-16,210.69,223.15,198.04,208.03,34694,24496.983835471023
2015-01-17,208.02,212.84,192.17,199.69,19086,25256.923556249523
2015-01-18,199.69,222,195.02,211.85,18191,25846.936174114522
2015-01-19,211.8,220.94,207.7,216.34,13022,26063.659396266525
2015-01-20,216.01,216.81,201.98,210.65,14108,26563.005603588525
2015-01-21,211.94,228.9,205,227.16,22894,27361.314443395524
2015-01-22,227.75,239,226.01,234.08,25366,28185.331454275525
2015-01-23,234.08,240,225.55,233.64,15179,28627.463732461027
2015-01-24,233.42,249.99,230.03,249.19,13749,29160.541904760023
2015-01-25,249.33,257,241.33,255.31,28721,30423.21225921902
2015-01-26,254.67,309.9,254.67,274.8,55732,32122.17630191252
2015-01-27,274.76,278.51,243.1,263.98,21109,31105.56237427952
2015-01-28,263.97,266.45,225.91,236.07,28041,32031.19882418252
2015-01-29,236.07,242.18,220,235.79,25879,32829.43634447002
2015-01-30,235.12,244.98,225.52,228.96,20579,32385.947452215518
2015-01-31,228.98,234.8,215.75,216.9,19198,32707.900000000016
2015-02-01,218.04,233,208.48,226.93,18366,33103.30000000002
2015-02-02,226.93,241.98,221.79,238.47,15572,30857.50000000002
2015-02-03,238.38,244.39,223.79,227.99,17455,25520.75000000002
2015-02-04,227.94,231,220.02,227,14946,22094.350000000017
2015-02-05,226.93,229,210.43,216.81,12843,21001.800000000017
2015-02-06,216.46,225.86,210.59,223.37,10931,20594.050000000017
2015-02-07,223.44,231.14,221.77,228.3,9642,20166.600000000017
2015-02-08,228.78,232.89,217.28,223.88,13758,20203.400000000016
2015-02-09,223.92,225.99,215,220.9,19600,20478.00000000002
2015-02-10,220.91,222,215,220.42,6846,19675.600000000017
2015-02-11,220.42,223.43,217.99,219.55,10636,18939.100000000017
2015-02-12,219.57,223.09,218.01,223,6921,18526.20000000002
2015-02-13,223.02,242.35,221.37,237,21397,18908.600000000017
2015-02-14,237,259.31,236.9,256.99,19792,18462.150000000016
2015-02-15,256.81,267.92,227.75,235.63,29155,17133.300000000017
2015-02-16,235.61,241.23,229.2,234.7,12345,16695.100000000017
2015-02-17,234.69,248.78,232.01,244.7,13101,15948.100000000017
2015-02-18,244.6,247,232.01,237.37,12780,15293.150000000018
2015-02-19,237.37,245.01,235.59,240.59,8691,14698.750000000018
2015-02-20,240.61,249.32,239.41,245.48,9291,14203.400000000018
2015-02-21,245,247.8,244,245.41,2953,13432.750000000018
2015-02-22,245.84,247.42,232.48,236.5,7722,13040.250000000018
2015-02-23,236.46,241,232.05,239.65,6327.72647515,12483.886323757517
2015-02-24,239.63,240.97,236.07,239.55,5144.11355689,11993.792001602018
2015-02-25,239.53,240.98,236,237.97,3810.53504102,11542.168753653017
2015-02-26,237.99,238.55,234.01,236.84,5492.00801445,11270.219154375516
2015-02-27,236.83,256.15,236.16,252.78,22012.00337088,11888.719322919516
2015-02-28,252.29,254.56,245.2,253.47,5626.62832392,11482.150739115517
2015-03-01,253.45,260.25,245,258.34,9678.17856008,10986.059667119518
2015-03-02,257.95,277,255.61,274.93,17985,11543.009667119517
2015-03-03,275.95,284.95,265.89,281,20910,12056.709667119518
2015-03-04,281.03,283.88,264.94,270.78,14277,12424.509667119517
2015-03-05,270.72,280.5,262.2,273.09,11404,11924.859667119517
2015-03-06,273.46,276.46,269,272.68,6828,11276.659667119518
2015-03-07,272.61,279.48,270,276.71,5700,10103.909667119518
2015-03-08,276.71,277.57,271.12,275,4411,9707.209667119518
2015-03-09,275,289,274.17,287.12,11960,9650.159667119518
2015-03-10,287.12,296.8,283.96,290,13114,9666.859667119517
2015-03-11,290,296.79,285.83,296.54,6716,9568.109667119517
2015-03-12,296.29,297.95,289,295.31,7860,9496.559667119518
2015-03-13,295.66,295.66,282.99,283.25,9569,9827.359667119517
2015-03-14,283.25,287.69,280.46,282.01,5338,9708.159667119518
2015-03-15,282.36,287.75,281.42,286.75,2407,9512.123343362018
2015-03-16,286.79,294.26,285.78,289.27,6472,9578.517665517518
2015-03-17,289.27,292.99,281.9,282.8,6434,9709.690913466518
2015-03-18,282.8,284,249.02,256.45,21637,10516.940512744019
2015-03-19,256.59,265.95,249,261.81,14867,10159.690344200018
2015-03-20,261.97,265.27,257,261.96,5644,10160.558928004019
2015-03-21,261.92,262.49,256.25,260,4582,9905.750000000018
2015-03-22,260,272,259.24,267.74,5949,9303.950000000017
2015-03-23,268.28,270.07,259.5,265.94,8628,8689.850000000017
2015-03-24,265.98,266.52,241.84,245,19055,8928.750000000018
2015-03-25,245.29,250,236.4,246.94,12838,9000.450000000017
2015-03-26,246.99,253.75,244.91,249.23,8352,9076.650000000018
2015-03-27,249.23,250.52,245.12,247.94,6042,9093.750000000018
2015-03-28,247.93,253.83,247.25,252.87,5642,9155.300000000017
2015-03-29,252.91,252.96,239.96,242,6660,8890.300000000017
2015-03-30,242.41,248.86,236.52,247.95,7922,8630.700000000017
2015-03-31,247.95,248.59,238.55,244.24,8090,8699.400000000018
2015-04-01,243.93,246.83,239.32,246.69,6169,8614.850000000017
2015-04-02,246.68,256.96,244.52,253.28,9736,8623.200000000017
2015-04-03,253.22,256.67,251.23,254.19,5011,8606.850000000017
2015-04-04,254.19,255.85,250.76,253.7,2736,8623.300000000017
2015-04-05,253.6,261,251.65,260.54,5735,8586.450000000017
2015-04-06,260.57,262.98,254,255.58,5913,8560.400000000018
2015-04-07,255.54,256.62,251.5,253.72,5966,7776.850000000018
2015-04-08,253.71,254.96,243.06,244.84,11610,7614.000000000017
2015-04-09,244.58,246.3,238.47,243.43,7855,7724.5500000000175
2015-04-10,243.75,243.94,231,235.99,11521,8071.500000000017
2015-04-11,235.99,239.42,233,236.15,4022,7975.150000000018
2015-04-12,236.09,237.5,233.42,236.5,3068,7697.150000000018
2015-04-13,236.42,236.9,219.64,223.15,13895,7439.150000000018
2015-04-14,222.97,224.79,210,215.8,18602,7727.350000000018
2015-04-15,215.78,222.88,214.05,222.88,9946,7807.0500000000175
2015-04-16,222.83,229.67,222.44,227.5,10844,8047.150000000018
2015-04-17,227.36,228.29,220,222.6,7949,8162.500000000017
2015-04-18,222.6,224.72,220.32,223.4,4617,8060.350000000018
2015-04-19,223.35,227.35,221.91,222.54,5892,7958.850000000018
2015-04-20,222.54,226.51,221.43,224.3,5961,7852.400000000018
2015-04-21,224.3,236,223.91,235.74,9900,8038.950000000017
2015-04-22,235.71,238.64,229.1,233.45,10664,8085.350000000018
2015-04-23,233.25,236.22,232.01,235.98,8325,8251.050000000017
2015-04-24,235.61,236,228,230.24,8488,8538.650000000018
2015-04-25,231.04,232.29,225.7,226.12,5264,8515.100000000017
2015-04-26,226.12,227.26,214.98,219.52,11235,8781.200000000017
2015-04-27,219.52,229.93,217.52,227.23,13790,9172.400000000018
2015-04-28,227.17,227.56,221.45,225.16,9328,9058.300000000017
2015-04-29,225.18,226.99,221.81,225.48,8636,9097.350000000017
2015-04-30,225.5,240,224.6,236.2,12463,9144.450000000017
2015-05-01,236.47,239.23,230.51,231,6632,9274.950000000017
2015-05-02,231.05,234.9,229.87,233.83,4281,9335.600000000017
2015-05-03,233.83,242.25,232.31,239,4339,8857.800000000017
2015-05-04,239.73,242.2,236.07,238.34,7462,8300.800000000017
2015-05-05,238.22,238.78,229.66,235.12,8609,8233.950000000017
2015-05-06,235.18,235.94,227.01,228.49,8572,8120.350000000018
2015-05-07,228.34,240,227.35,236.87,11033,8274.550000000017
2015-05-08,236.92,246.57,235.29,243.2,9465,8516.950000000017
2015-05-09,243.22,247.01,238.62,241.96,5427,8493.700000000017
2015-05-10,241.83,244.99,238.02,239.13,3461,8368.700000000017
2015-05-11,239.13,244.51,237.99,241.3,9641,8355.750000000018
2015-05-12,241.3,242,237.54,241.03,8360,8240.550000000017
2015-05-13,241.03,244.14,235.06,235.97,9294,8289.000000000018
2015-05-14,235.97,239.7,232.22,237.13,7476,8238.400000000018
